"","Id","Team","Team_Versus","Batting_Run_Rate","Batting_Average","Batting_Wicket_Rate","Batting_Index","Bowling_Economy_Rate","Bowling_Average","Bowling_Strike_Rate","Bowling_Index","Net_Run_Rate","Net_Average","Net_Rate","Net_Index"
"26","11","KXIP","KKR",8.09523809523809,1.30769230769231,0.0692307692307692,10.5860805860806,19,1.64423076923077,0.0192307692307692,31.2403846153846,-10.9047619047619,-0.336538461538461,0.05,-20.654304029304
"27","110","CSK","RR",9.57142857142857,1.5952380952381,0.0555555555555556,15.2687074829932,23.4444444444444,1.72950819672131,0.040983606557377,40.5473588342441,-13.8730158730159,-0.134270101483216,0.0145719489981785,-25.2786513512509
"28","110","RR","CSK",10.55,1.72950819672131,0.040983606557377,18.2463114754098,22.3333333333333,1.5952380952381,0.0555555555555556,35.6269841269841,-11.7833333333333,0.134270101483216,-0.0145719489981785,-17.3806726515743
"29","111","DC","RCB",7.65,1.25409836065574,0.0491803278688525,9.59385245901639,17.3333333333333,1.27868852459016,0.0655737704918033,22.1639344262295,-9.68333333333333,-0.0245901639344264,-0.0163934426229508,-12.5700819672131
"30","111","RCB","DC",7.8,1.27868852459016,0.0655737704918033,9.97377049180328,17,1.25409836065574,0.0491803278688525,21.3196721311475,-9.2,0.0245901639344264,0.0163934426229508,-11.3459016393443
"31","112","KKR","KXIP",8.75,1.4344262295082,0.0573770491803279,12.5512295081967,19.3333333333333,1.38095238095238,0.0476190476190476,26.6984126984127,-10.5833333333333,0.0534738485558157,0.00975800156128025,-14.147183190216
"32","112","KXIP","KKR",8.28571428571429,1.38095238095238,0.0476190476190476,11.4421768707483,19.4444444444444,1.4344262295082,0.0573770491803279,27.891621129326,-11.1587301587302,-0.0534738485558157,-0.00975800156128025,-16.4494442585777
"33","113","MI","RR",6.90476190476191,1.14173228346457,0.0551181102362205,7.88338957630296,16.2222222222222,1.15873015873016,0.0396825396825397,18.7971781305115,-9.31746031746032,-0.0169978752655919,0.0154355705536808,-10.9137885542085
"34","113","RR","MI",6.95238095238095,1.15873015873016,0.0396825396825397,8.05593348450491,16.1111111111111,1.14173228346457,0.0551181102362205,18.3945756780402,-9.15873015873016,0.0169978752655919,-0.0154355705536808,-10.3386421935353
"35","114","CSK","DC",7.4,1.19354838709677,0.0241935483870968,8.83225806451613,16.3333333333333,1.16666666666667,0.0634920634920635,19.0555555555556,-8.93333333333333,0.0268817204301075,-0.0392985151049667,-10.2232974910394
"36","114","DC","CSK",7,1.16666666666667,0.0634920634920635,8.16666666666667,16.4444444444444,1.19354838709677,0.0241935483870968,19.6272401433692,-9.44444444444444,-0.0268817204301075,0.0392985151049667,-11.4605734767025
"37","115","DD","RR",5.4375,0.87,0.1,4.730625,21.3333333333333,1.5609756097561,0.0731707317073171,33.3008130081301,-15.8958333333333,-0.690975609756098,0.0268292682926829,-28.5701880081301
"38","115","RR","DD",9.6,1.5609756097561,0.0731707317073171,14.9853658536585,9.66666666666667,0.87,0.1,8.41,-0.0666666666666664,0.690975609756098,-0.0268292682926829,6.57536585365854
"39","116","CSK","KXIP",7.73333333333333,1.24731182795699,0.010752688172043,9.64587813620072,12.4444444444444,0.918032786885246,0.0655737704918033,11.4244080145719,-4.71111111111111,0.329279041071743,-0.0548210823197603,-1.77852987837123
"40","116","KXIP","CSK",5.6,0.918032786885246,0.0655737704918033,5.14098360655738,12.8888888888889,1.24731182795699,0.010752688172043,16.0764635603345,-7.28888888888889,-0.329279041071743,0.0548210823197603,-10.9354799537772
"41","117","CSK","RR",8.15,1.31451612903226,0.0403225806451613,10.7133064516129,18.2222222222222,1.3015873015873,0.0555555555555556,23.7178130511464,-10.0722222222222,0.0129288274449564,-0.0152329749103943,-13.0045065995335
"42","117","RR","CSK",7.80952380952381,1.3015873015873,0.0555555555555556,10.1647770219199,18.1111111111111,1.31451612903226,0.0403225806451613,23.8073476702509,-10.3015873015873,-0.0129288274449564,0.0152329749103943,-13.642570648331
"43","118","CSK","MI",7.3,1.1869918699187,0.0569105691056911,8.6650406504065,18.3333333333333,1.36363636363636,0.0578512396694215,25,-11.0333333333333,-0.176644493717664,-0.000940670563730435,-16.3349593495935
"44","118","MI","CSK",8.25,1.36363636363636,0.0578512396694215,11.25,16.2222222222222,1.1869918699187,0.0569105691056911,19.2556458897922,-7.97222222222222,0.176644493717664,0.000940670563730435,-8.00564588979223
"45","119","RCB","RR",6.65,1.09016393442623,0.0655737704918033,7.24959016393443,6.44444444444444,0.585858585858586,0.101010101010101,3.77553310886644,0.205555555555556,0.504305348567644,-0.0354363305182977,3.47405705506798
"46","119","RR","RCB",3.625,0.585858585858586,0.101010101010101,2.12373737373737,14.7777777777778,1.09016393442623,0.0655737704918033,16.1102003642987,-11.1527777777778,-0.504305348567644,0.0354363305182977,-13.9864629905614
"47","12","MI","RCB",7.63157894736842,1.21848739495798,0.0504201680672269,9.29898275099514,15.7777777777778,1.14516129032258,0.0403225806451613,18.0681003584229,-8.14619883040936,0.0733261046354023,0.0100975874220656,-8.7691176074278
"48","12","RCB","MI",7.1,1.14516129032258,0.0403225806451613,8.13064516129032,16.1111111111111,1.21848739495798,0.0504201680672269,19.6311858076564,-9.01111111111111,-0.0733261046354023,-0.0100975874220656,-11.5005406463661
"49","120","DD","KXIP",11.6,1.8125,0,21.025,11.5555555555556,1.36842105263158,0.0921052631578947,15.812865497076,0.0444444444444443,0.444078947368421,-0.0921052631578947,5.21213450292398
"50","120","KXIP","DD",8.66666666666667,1.36842105263158,0.0921052631578947,11.859649122807,11.6,1.8125,0,21.025,-2.93333333333333,-0.444078947368421,0.0921052631578947,-9.16535087719298
"51","121","DC","KKR",8,1.3,0.025,10.4,11.2222222222222,0.848739495798319,0.0840336134453782,9.52474323062558,-3.22222222222222,0.451260504201681,-0.0590336134453782,0.875256769374417
"52","121","KKR","DC",5.31578947368421,0.848739495798319,0.0840336134453782,4.51172047766475,11.5555555555556,1.3,0.025,15.0222222222222,-6.23976608187134,-0.451260504201681,0.0590336134453782,-10.5105017445575
"53","122","CSK","RCB",8.95,1.44354838709677,0.0403225806451613,12.9197580645161,9.66666666666667,0.90625,0.104166666666667,8.76041666666667,-0.716666666666667,0.537298387096774,-0.0638440860215054,4.15934139784946
"54","122","RCB","CSK",5.4375,0.90625,0.104166666666667,4.927734375,19.8888888888889,1.44354838709677,0.0403225806451613,28.7105734767025,-14.4513888888889,-0.537298387096774,0.0638440860215054,-23.7828391017025
"55","123","KKR","KXIP",7.9,1.31666666666667,0.0166666666666667,10.4016666666667,17.5555555555556,1.24409448818898,0.047244094488189,21.840769903762,-9.65555555555556,0.0725721784776903,-0.0305774278215223,-11.4391032370954
"56","123","KXIP","KKR",7.52380952380952,1.24409448818898,0.047244094488189,9.36032995875516,8.77777777777778,1.31666666666667,0.0166666666666667,11.5574074074074,-1.25396825396825,-0.0725721784776903,0.0305774278215223,-2.19707744865225
"57","124","DC","RCB",9.2,1.52066115702479,0.0495867768595041,13.9900826446281,17.7777777777778,1.26984126984127,0.0634920634920635,22.5749559082892,-8.57777777777778,0.250819887183524,-0.0139052866325594,-8.58487326366114
"58","124","RCB","DC",7.61904761904762,1.26984126984127,0.0634920634920635,9.67498110355253,20.4444444444444,1.52066115702479,0.0495867768595041,31.089072543618,-12.8253968253968,-0.250819887183524,0.0139052866325594,-21.4140914400655
"59","125","CSK","DD",9,1.44,0.072,12.96,21,1.56198347107438,0.0413223140495868,32.801652892562,-12,-0.12198347107438,0.0306776859504132,-19.841652892562
"60","125","DD","CSK",9.45,1.56198347107438,0.0413223140495868,14.7607438016529,20,1.44,0.072,28.8,-10.55,0.12198347107438,-0.0306776859504132,-14.0392561983471
"61","126","KKR","RR",7.5,1.2043795620438,0.0656934306569343,9.03284671532847,18.6666666666667,1.29230769230769,0.0461538461538462,24.1230769230769,-11.1666666666667,-0.0879281302638968,0.0195395845030882,-15.0902302077485
"62","126","RR","KKR",8,1.29230769230769,0.0461538461538462,10.3384615384615,18.3333333333333,1.2043795620438,0.0656934306569343,22.0802919708029,-10.3333333333333,0.0879281302638968,-0.0195395845030882,-11.7418304323414
"63","127","KXIP","RCB",9.10526315789474,1.45378151260504,0.0252100840336134,13.2370632463512,18.6666666666667,1.36585365853659,0.0731707317073171,25.4959349593496,-9.56140350877193,0.0879278540684565,-0.0479606476737036,-12.2588717129984
"64","127","RCB","KXIP",8.4,1.36585365853659,0.0731707317073171,11.4731707317073,19.2222222222222,1.45378151260504,0.0252100840336134,27.9449112978525,-10.8222222222222,-0.0879278540684565,0.0479606476737036,-16.4717405661452
"65","128","DC","MI",8.4,1.344,0.072,11.2896,17.3333333333333,1.22834645669291,0.0551181102362205,21.2913385826772,-8.93333333333333,0.115653543307087,0.0168818897637795,-10.0017385826772
"66","128","MI","DC",7.42857142857143,1.22834645669291,0.0551181102362205,9.12485939257593,18.6666666666667,1.344,0.072,25.088,-11.2380952380952,-0.115653543307087,-0.0168818897637795,-15.9631406074241
"67","129","DD","RCB",7.5,1.25,0.0333333333333333,9.375,16.5555555555556,1.18253968253968,0.0555555555555556,19.5776014109347,-9.05555555555556,0.0674603174603174,-0.0222222222222222,-10.2026014109347
"68","129","RCB","DD",7.09523809523809,1.18253968253968,0.0555555555555556,8.39040060468632,16.6666666666667,1.25,0.0333333333333333,20.8333333333333,-9.57142857142857,-0.0674603174603174,0.0222222222222222,-12.442932728647
"69","13","GL","RPS",9.55555555555556,1.53571428571429,0.0267857142857143,14.6746031746032,19,1.37903225806452,0.0645161290322581,26.2016129032258,-9.44444444444444,0.15668202764977,-0.0377304147465438,-11.5270097286226
"70","13","RPS","GL",8.55,1.37903225806452,0.0645161290322581,11.7907258064516,19.1111111111111,1.53571428571429,0.0267857142857143,29.3492063492063,-10.5611111111111,-0.15668202764977,0.0377304147465438,-17.5584805427547
"71","130","KXIP","RR",6.61904761904762,1.0859375,0.046875,7.18787202380952,12.4444444444444,0.896,0.056,11.1502222222222,-5.82539682539683,0.1899375,-0.009125,-3.9623501984127
"72","130","RR","KXIP",5.6,0.896,0.056,5.0176,15.4444444444444,1.0859375,0.046875,16.7717013888889,-9.84444444444444,-0.1899375,0.009125,-11.7541013888889
"73","131","CSK","DC",7.85714285714286,1.2992125984252,0.047244094488189,10.2080989876265,18.7777777777778,1.39669421487603,0.0330578512396694,26.22681359045,-10.9206349206349,-0.0974816164508363,0.0141862432485196,-16.0187146028234
"74","131","DC","CSK",8.45,1.39669421487603,0.0330578512396694,11.8020661157025,18.3333333333333,1.2992125984252,0.047244094488189,23.8188976377953,-9.88333333333333,0.0974816164508363,-0.0141862432485196,-12.0168315220928
"75","132","KKR","MI",6.33333333333333,1,0.0947368421052632,6.33333333333333,20.7777777777778,1.50806451612903,0.0483870967741935,31.334229390681,-14.4444444444444,-0.508064516129032,0.0463497453310696,-25.0008960573477
"76","132","MI","KKR",9.35,1.50806451612903,0.0483870967741935,14.1004032258065,10.5555555555556,1,0.0947368421052632,10.5555555555556,-1.20555555555556,0.508064516129032,-0.0463497453310696,3.5448476702509
"77","133","DD","RR",7.15,1.17213114754098,0.0573770491803279,8.38073770491803,16.3333333333333,1.24576271186441,0.0423728813559322,20.3474576271186,-9.18333333333333,-0.0736315643234231,0.0150041678243957,-11.9667199222006
"78","133","RR","DD",7.73684210526316,1.24576271186441,0.0423728813559322,9.63826940231936,15.8888888888889,1.17213114754098,0.0573770491803279,18.6238615664845,-8.15204678362573,0.0736315643234231,-0.0150041678243957,-8.98559216416516
"79","134","KKR","RCB",6.95,1.13008130081301,0.0487804878048781,7.85406504065041,15.8888888888889,1.144,0.04,18.1768888888889,-8.93888888888889,-0.0139186991869917,0.00878048780487805,-10.3228238482385
"80","134","RCB","KKR",7.15,1.144,0.04,8.1796,15.4444444444444,1.13008130081301,0.0487804878048781,17.453477868112,-8.29444444444444,0.0139186991869917,-0.00878048780487805,-9.27387786811201
"81","135","KXIP","MI",5.66666666666667,0.944444444444444,0.0634920634920635,5.35185185185185,12.8888888888889,0.90625,0.0546875,11.6805555555556,-7.22222222222222,0.0381944444444444,0.00880456349206349,-6.3287037037037
"82","135","MI","KXIP",5.52380952380952,0.90625,0.0546875,5.00595238095238,13.2222222222222,0.944444444444444,0.0634920634920635,12.4876543209877,-7.6984126984127,-0.0381944444444444,-0.00880456349206349,-7.48170194003527
"83","136","DC","DD",7.4,1.20325203252033,0.0731707317073171,8.90406504065041,16.6666666666667,1.25,0.0333333333333333,20.8333333333333,-9.26666666666667,-0.0467479674796747,0.0398373983739837,-11.9292682926829
"84","136","DD","DC",7.5,1.25,0.0333333333333333,9.375,16.4444444444444,1.20325203252033,0.0731707317073171,19.7868112014453,-8.94444444444444,0.0467479674796747,-0.0398373983739837,-10.4118112014453
"85","137","CSK","RR",8.2,1.33333333333333,0.040650406504065,10.9333333333333,14,1.05,0.075,14.7,-5.8,0.283333333333333,-0.034349593495935,-3.76666666666667
"86","137","RR","CSK",6.3,1.05,0.075,6.615,18.2222222222222,1.33333333333333,0.040650406504065,24.2962962962963,-11.9222222222222,-0.283333333333333,0.034349593495935,-17.6812962962963
"87","138","KKR","MI",6.61904761904762,1.09448818897638,0.047244094488189,7.24446944131983,16.4444444444444,1.17460317460317,0.0476190476190476,19.31569664903,-9.82539682539682,-0.0801149856267966,-0.000374953130858641,-12.0712272077101
"88","138","MI","KKR",7.04761904761905,1.17460317460317,0.0476190476190476,8.27815570672714,15.4444444444444,1.09448818897638,0.047244094488189,16.9037620297463,-8.3968253968254,0.0801149856267966,0.000374953130858641,-8.62560632301915
"89","139","KXIP","RCB",6.85,1.11382113821138,0.0569105691056911,7.62967479674797,16.1111111111111,1.16935483870968,0.0725806451612903,18.839605734767,-9.26111111111111,-0.0555337004982954,-0.0156700760555993,-11.2099309380191
"90","139","RCB","KXIP",7.25,1.16935483870968,0.0725806451612903,8.47782258064516,15.2222222222222,1.11382113821138,0.0569105691056911,16.9548328816621,-7.97222222222222,0.0555337004982954,0.0156700760555993,-8.47701030101699
"91","14","KKR","SRH",8.19047619047619,1.36507936507937,0.0476190476190476,11.1806500377929,17.2222222222222,1.25,0.0483870967741935,21.5277777777778,-9.03174603174603,0.115079365079365,-0.000768049155145931,-10.3471277399849
"92","14","SRH","KKR",7.75,1.25,0.0483870967741935,9.6875,19.1111111111111,1.36507936507937,0.0476190476190476,26.0881834215168,-11.3611111111111,-0.115079365079365,0.000768049155145931,-16.4006834215168
"93","140","DC","RR",7.05,1.13709677419355,0.0403225806451613,8.01653225806452,15.7777777777778,1.16393442622951,0.0573770491803279,18.3642987249545,-8.72777777777778,-0.0268376520359597,-0.0170544685351666,-10.3477664668899
"94","140","RR","DC",7.1,1.16393442622951,0.0573770491803279,8.26393442622951,15.6666666666667,1.13709677419355,0.0403225806451613,17.8145161290323,-8.56666666666667,0.0268376520359597,0.0170544685351666,-9.55058170280275
"95","141","CSK","DD",8.15,1.304,0.08,10.6276,16.1111111111111,1.19834710743802,0.0661157024793388,19.3067033976125,-7.96111111111111,0.105652892561984,0.0138842975206612,-8.67910339761249
"96","141","DD","CSK",7.25,1.19834710743802,0.0661157024793388,8.68801652892562,18.1111111111111,1.304,0.08,23.6168888888889,-10.8611111111111,-0.105652892561984,-0.0138842975206612,-14.9288723599633
"97","142","KKR","KXIP",7.65,1.24390243902439,0.024390243902439,9.51585365853659,17.1111111111111,1.22222222222222,0.0317460317460317,20.9135802469136,-9.46111111111111,0.0216802168021679,-0.00735578784359272,-11.397726588377
"98","142","KXIP","KKR",7.33333333333333,1.22222222222222,0.0317460317460317,8.96296296296296,17,1.24390243902439,0.024390243902439,21.1463414634146,-9.66666666666667,-0.0216802168021679,0.00735578784359272,-12.1833785004517
"99","143","MI","RCB",7.45,1.22131147540984,0.0327868852459016,9.09877049180328,16.6666666666667,1.29310344827586,0.00862068965517241,21.551724137931,-9.21666666666667,-0.0717919728660261,0.0241661955907292,-12.4529536461278
"100","143","RCB","MI",7.89473684210526,1.29310344827586,0.00862068965517241,10.2087114337568,16.5555555555556,1.22131147540984,0.0327868852459016,20.2194899817851,-8.66081871345029,0.0717919728660261,-0.0241661955907292,-10.0107785480283
"101","144","CSK","DC",8.9,1.43548387096774,0.0241935483870968,12.7758064516129,11.1111111111111,1.0989010989011,0.10989010989011,12.2100122100122,-2.21111111111111,0.336582772066643,-0.0856965615030131,0.565794241600694
"102","144","DC","CSK",6.66666666666667,1.0989010989011,0.10989010989011,7.32600732600733,19.7777777777778,1.43548387096774,0.0241935483870968,28.3906810035842,-13.1111111111111,-0.336582772066643,0.0856965615030131,-21.0646736775769
"103","145","KXIP","RR",6.33333333333333,1.0390625,0.0625,6.58072916666667,23.4444444444444,1.70161290322581,0.032258064516129,39.8933691756272,-17.1111111111111,-0.662550403225806,0.030241935483871,-33.3126400089606
"104","145","RR","KXIP",10.55,1.70161290322581,0.032258064516129,17.9520161290323,14.7777777777778,1.0390625,0.0625,15.3550347222222,-4.22777777777778,0.662550403225806,-0.030241935483871,2.59698140681004
"105","146","DD","KKR",8.26315789473684,1.35344827586207,0.00862068965517241,11.1837568058076,17.1111111111111,1.24193548387097,0.0241935483870968,21.2508960573477,-8.84795321637427,0.111512791991101,-0.0155728587319244,-10.06713925154
"106","146","KKR","DD",7.7,1.24193548387097,0.0241935483870968,9.56290322580645,17.4444444444444,1.35344827586207,0.00862068965517241,23.610153256705,-9.74444444444444,-0.111512791991101,0.0155728587319244,-14.0472500308985
"107","147","DC","MI",7.25,1.16935483870968,0.0483870967741935,8.47782258064516,14,1.04132231404959,0.0661157024793388,14.5785123966942,-6.75,0.128032524660091,-0.0177286057051453,-6.10068981604905
"108","147","MI","DC",6.3,1.04132231404959,0.0661157024793388,6.5603305785124,16.1111111111111,1.16935483870968,0.0483870967741935,18.839605734767,-9.81111111111111,-0.128032524660091,0.0177286057051453,-12.2792751562546
"109","148","RCB","RR",5.25,0.84,0.08,4.41,11.8888888888889,1.1505376344086,0.032258064516129,13.6786140979689,-6.63888888888889,-0.310537634408602,0.047741935483871,-9.26861409796894
"110","148","RR","RCB",7.13333333333333,1.1505376344086,0.032258064516129,8.20716845878136,11.6666666666667,0.84,0.08,9.8,-4.53333333333333,0.310537634408602,-0.047741935483871,-1.59283154121864
"111","149","CSK","KXIP",10.2777777777778,1.69724770642202,0.0275229357798165,17.4439347604485,19.3333333333333,1.56756756756757,0.027027027027027,30.3063063063063,-9.05555555555555,0.129680138854451,0.000495908752789487,-12.8623715458578
"112","149","KXIP","CSK",9.66666666666667,1.56756756756757,0.027027027027027,15.1531531531532,20.5555555555556,1.69724770642202,0.0275229357798165,34.887869520897,-10.8888888888889,-0.129680138854451,-0.000495908752789487,-19.7347163677439
"113","15","DD","KXIP",8.95238095238095,1.48031496062992,0.047244094488189,13.2523434570679,15.2222222222222,1.13223140495868,0.0743801652892562,17.2350780532599,-6.26984126984127,0.348083555671244,-0.0271360708010672,-3.982734596192
"114","15","KXIP","DD",6.85,1.13223140495868,0.0743801652892562,7.75578512396694,20.8888888888889,1.48031496062992,0.047244094488189,30.9221347331584,-14.0388888888889,-0.348083555671244,0.0271360708010672,-23.1663496091914
"115","150","DD","MI",6.21052631578947,1.00854700854701,0.0256410256410256,6.26360773729195,12.8888888888889,0.892307692307692,0.0769230769230769,11.5008547008547,-6.67836257309942,0.116239316239316,-0.0512820512820513,-5.23724696356275
"116","150","MI","DD",5.52380952380952,0.892307692307692,0.0769230769230769,4.92893772893773,13.1111111111111,1.00854700854701,0.0256410256410256,13.2231718898386,-7.58730158730159,-0.116239316239316,0.0512820512820513,-8.29423416090083
"117","151","DC","KXIP",8.4,1.344,0.04,11.2896,18.7777777777778,1.38524590163934,0.0573770491803279,26.011839708561,-10.3777777777778,-0.0412459016393443,-0.0173770491803279,-14.722239708561
"118","151","KXIP","DC",8.45,1.38524590163934,0.0573770491803279,11.7053278688525,18.6666666666667,1.344,0.04,25.088,-10.2166666666667,0.0412459016393443,0.0173770491803279,-13.3826721311475
"119","152","CSK","RR",7.42105263157895,1.21551724137931,0.0258620689655172,9.02041742286751,15.5555555555556,1.14754098360656,0.0573770491803279,17.8506375227687,-8.13450292397661,0.067976257772753,-0.0315149802148106,-8.83022009990116
"120","152","RR","CSK",7,1.14754098360656,0.0573770491803279,8.0327868852459,15.6666666666667,1.21551724137931,0.0258620689655172,19.0431034482759,-8.66666666666667,-0.067976257772753,0.0315149802148106,-11.01031656303
"121","153","MI","RCB",7.47619047619048,1.23622047244094,0.015748031496063,9.24221972253468,15.6666666666667,1.1015625,0.0546875,17.2578125,-8.19047619047619,0.134657972440945,-0.038939468503937,-8.01559277746532
"122","153","RCB","MI",6.71428571428571,1.1015625,0.0546875,7.39620535714286,17.4444444444444,1.23622047244094,0.015748031496063,21.5651793525809,-10.7301587301587,-0.134657972440945,0.038939468503937,-14.1689739954381
"123","154","DD","KKR",6.94444444444444,1.15740740740741,0.0277777777777778,8.03755144032922,13.6666666666667,0.976190476190476,0.0634920634920635,13.3412698412698,-6.72222222222222,0.181216931216931,-0.0357142857142857,-5.30371840094062
"124","154","KKR","DD",5.85714285714286,0.976190476190476,0.0634920634920635,5.71768707482993,13.8888888888889,1.15740740740741,0.0277777777777778,16.0751028806584,-8.03174603174603,-0.181216931216931,0.0357142857142857,-10.3574158058285
"125","155","DC","RR",8.3,1.37190082644628,0.0578512396694215,11.3867768595041,12.5555555555556,0.941666666666667,0.0833333333333333,11.8231481481481,-4.25555555555555,0.430234159779614,-0.0254820936639118,-0.436371288644015
"126","155","RR","DC",5.65,0.941666666666667,0.0833333333333333,5.32041666666667,18.4444444444444,1.37190082644628,0.0578512396694215,25.3039485766758,-12.7944444444444,-0.430234159779614,0.0254820936639118,-19.9835319100092
"127","156","KKR","RCB",8.65,1.39516129032258,0.032258064516129,12.0681451612903,19.5555555555556,1.41935483870968,0.032258064516129,27.7562724014337,-10.9055555555556,-0.0241935483870968,0,-15.6881272401434
"128","156","RCB","KKR",8.8,1.41935483870968,0.032258064516129,12.4903225806452,19.2222222222222,1.39516129032258,0.032258064516129,26.8181003584229,-10.4222222222222,0.0241935483870968,0,-14.3277777777778
"129","157","KXIP","MI",5.66666666666667,0.915384615384615,0.0692307692307692,5.18717948717949,13.5555555555556,1.17307692307692,0.0192307692307692,15.9017094017094,-7.88888888888889,-0.257692307692308,0.05,-10.7145299145299
